sensor_read,model_index,expected,predicted
[81. 49. 53. 60. 33. 69.],0,0.0,0
[11. 26. 63. 78. 61. 53.],0,0.0,0
[ 3. 63. 84. 56. 45. 17.],0,0.0,0
[23. 78.  5. 67. 46.  6.],0,0.0,0
[19. 14. 33. 46. 49. 10.],0,0.0,0
[87. 87. 90. 90. 85. 90.],0,1.0,1
[90. 87. 86. 89. 89. 89.],0,1.0,1
[20. 40. 21. 76. 29. 62.],0,0.0,0
[87. 85. 88. 90. 85. 86.],0,1.0,1
[52. 64. 73. 20. 47. 22.],0,0.0,0
[42. 21. 50.  9. 82. 37.],0,0.0,0
[86. 86. 88. 88. 89. 87.],0,1.0,1
[26. 17. 84. 28. 79. 62.],0,0.0,0
[27. 83. 35. 68. 81. 78.],0,0.0,0
[63. 69. 48. 58. 49. 56.],0,0.0,0
[89. 86. 87. 90. 89. 86.],0,1.0,1
[89. 86. 87. 85. 86. 85.],0,1.0,1
[85. 90. 89. 85. 90. 87.],0,1.0,1
[83. 24. 78. 54. 66. 14.],0,0.0,0
[90. 90. 90. 89. 88. 88.],0,1.0,1
[89. 87. 88. 88. 88. 88.],0,1.0,1
[56. 22.  8. 72. 45.  2.],0,0.0,0
[89. 86. 85. 89. 88. 90.],0,1.0,1
[89. 89. 90. 87. 90. 85.],0,1.0,1
[ 0. 11. 39. 59. 28. 81.],0,0.0,0
[43. 11. 15. 46. 63. 65.],0,0.0,0
[77. 56. 37. 29. 61. 76.],0,0.0,0
[86. 86. 89. 89. 90. 86.],0,1.0,1
[ 5. 71. 68.  0. 28.  8.],0,0.0,0
[87. 88. 87. 89. 85. 89.],0,1.0,1
[83. 73. 27. 48. 45. 54.],0,0.0,0
[88. 90. 87. 89. 85. 89.],0,1.0,1
[56. 71. 68. 10.  3. 43.],0,0.0,0
[14. 36.  7. 81. 27. 61.],0,0.0,0
[24. 60. 57.  1. 47. 32.],0,0.0,0
[ 3. 42. 52.  7. 57. 10.],0,0.0,0
[64. 73. 44. 69. 10. 43.],0,0.0,0
[75.  6. 66. 64. 45. 36.],0,0.0,0
[89. 89. 86. 90. 89. 86.],0,1.0,1
[34. 62. 77. 75. 15. 80.],0,0.0,0
[85. 89. 86. 90. 89. 86.],0,1.0,1
[33. 14.  4. 72. 26. 23.],0,0.0,0
[ 7. 33. 58. 13. 38.  8.],0,0.0,0
[16.  4. 23. 11. 16.  1.],0,0.0,0
[87. 89. 86. 86. 88. 85.],0,1.0,1
[90. 89. 87. 87. 89. 86.],0,1.0,1
[87. 90. 88. 89. 89. 87.],0,1.0,1
[88. 89. 87. 89. 85. 86.],0,1.0,1
[59. 49.  2. 62. 83. 33.],0,0.0,0
[ 5. 80. 11. 54. 54. 84.],0,0.0,0
[90. 86. 88. 88. 85. 88.],0,1.0,1
[25. 15. 41. 50. 80. 58.],0,0.0,0
[90. 86. 86. 90. 86. 90.],0,1.0,1
[69.  5. 84. 71. 26. 23.],0,0.0,0
[67.  6. 41. 30. 42. 44.],0,0.0,0
[87. 86. 90. 90. 85. 87.],0,1.0,1
[38. 45. 39. 45. 33. 22.],0,0.0,0
[89. 90. 89. 85. 89. 87.],0,1.0,1
[15. 24. 71. 57. 19.  1.],0,0.0,0
[88. 85. 85. 87. 89. 85.],0,1.0,1
[89. 86. 89. 87. 89. 89.],0,1.0,1
[23. 78. 29. 29. 27. 36.],0,0.0,0
[74. 84. 61. 83. 11. 32.],0,0.0,0
[62. 13.  0. 65. 80. 39.],0,0.0,0
[ 3. 38.  9. 63. 13. 68.],0,0.0,0
[ 0. 16. 41. 80. 65. 30.],0,0.0,0
[88. 85. 88. 85. 86. 90.],0,1.0,1
[41. 15. 64. 20. 33. 60.],0,0.0,0
[12. 50. 26. 26. 69. 57.],0,0.0,0
[87. 87. 88. 89. 89. 89.],0,1.0,1
[22. 46. 57. 42. 34.  2.],0,0.0,0
[85. 89. 88. 89. 90. 88.],0,1.0,1
[86. 85. 90. 88. 85. 89.],0,1.0,1
[87. 88. 88. 86. 90. 85.],0,1.0,1
[77. 76. 18. 13. 35. 32.],0,0.0,0
[63. 71. 29. 16. 84. 19.],0,0.0,0
[54. 54. 72. 44.  3. 42.],0,0.0,0
[24. 17. 26. 32. 52. 37.],0,0.0,0
[86. 85. 85. 87. 90. 86.],0,1.0,1
[12. 60. 65. 12. 17. 27.],0,0.0,0
[21. 29. 84. 32. 70. 58.],0,0.0,0
[87. 85. 90. 86. 88. 89.],0,1.0,1
[88. 85. 85. 86. 90. 87.],0,1.0,1
[40. 80. 81. 52. 30. 82.],0,0.0,0
[ 0.  6. 81. 46. 24. 56.],0,0.0,0
[89. 87. 90. 89. 88. 89.],0,1.0,1
[48. 71. 28. 78. 18. 41.],0,0.0,0
[80. 49. 62. 24. 74. 57.],0,0.0,0
[38. 81. 32. 71. 71. 43.],0,0.0,0
[88. 88. 89. 89. 85. 86.],0,1.0,1
[24.  6. 16. 17. 72. 40.],0,0.0,0
[87. 90. 89. 87. 85. 88.],0,1.0,1
[85. 89. 90. 86. 89. 90.],0,1.0,1
[ 6.  5. 36. 53. 84. 82.],0,0.0,0
[86. 88. 89. 86. 89. 90.],0,1.0,1
[90. 90. 89. 90. 90. 88.],0,1.0,1
[ 4. 33.  0. 40. 34. 51.],0,0.0,0
[25. 30. 54. 50. 54. 18.],0,0.0,0
[15.  3. 19. 59. 34. 20.],0,0.0,0
[70. 84. 54. 60. 64. 22.],0,0.0,0
[87. 88. 89. 89. 87. 90.],0,1.0,1
[11. 67. 47. 25. 68. 12.],0,0.0,0
[86. 90. 85. 88. 89. 87.],0,1.0,1
[87. 86. 86. 87. 85. 86.],0,1.0,1
[46. 44. 30. 40. 27. 14.],0,0.0,0
[87. 88. 88. 87. 89. 87.],0,1.0,1
[87. 87. 88. 90. 87. 87.],0,1.0,1
[47. 22. 39. 38. 67. 70.],0,0.0,0
[59. 79.  0.  0. 29. 62.],0,0.0,0
[90. 87. 89. 86. 88. 88.],0,1.0,1
[85. 88. 90. 88. 89. 87.],0,1.0,1
[86. 85. 86. 87. 85. 87.],0,1.0,1
[89. 85. 90. 90. 89. 85.],0,1.0,1
[88. 90. 85. 88. 87. 89.],0,1.0,1
[ 6. 80. 44. 46. 78.  0.],0,0.0,0
[17. 10. 68. 39. 16. 34.],0,0.0,0
[85. 86. 89. 87. 88. 90.],0,1.0,1
[63. 43. 54. 78.  5. 51.],0,0.0,0
[76. 38. 43. 26. 17. 48.],0,0.0,0
[88. 90. 89. 86. 89. 89.],0,1.0,1
[88. 85. 87. 88. 85. 89.],0,1.0,1
[88. 89. 89. 90. 86. 88.],0,1.0,1
[16.  2. 15. 52. 29. 13.],0,0.0,0
[ 3. 53. 68. 50. 58. 82.],0,0.0,0
[88. 85. 89. 86. 89. 89.],0,1.0,1
[81. 34. 60. 67. 12. 77.],0,0.0,0
[35. 14. 22. 77.  1. 64.],0,0.0,0
[42. 11. 46. 12. 81. 52.],0,0.0,0
[22. 75. 76. 16. 63.  6.],0,0.0,0
[50.  7. 40. 61. 54. 28.],0,0.0,0
[90. 85. 88. 85. 87. 86.],0,1.0,1
[85. 85. 88. 90. 86. 86.],0,1.0,1
[32. 42. 81. 48.  4. 25.],0,0.0,0
[88. 89. 87. 87. 88. 90.],0,1.0,1
[86. 90. 85. 88. 90. 87.],0,1.0,1
[90. 85. 90. 90. 88. 88.],0,1.0,1
[69. 22. 25. 56. 75. 75.],0,0.0,0
[88. 90. 86. 90. 88. 88.],0,1.0,1
[50. 48. 25. 15. 69. 27.],0,0.0,0
[85. 88. 89. 90. 85. 88.],0,1.0,1
[90. 88. 87. 86. 85. 85.],0,1.0,1
[70. 40. 61. 48. 20.  5.],0,0.0,0
[56. 44. 61. 64. 28. 76.],0,0.0,0
[41. 30. 83. 82. 58. 40.],0,0.0,0
[88. 90. 90. 89. 85. 87.],0,1.0,1
[62. 56.  8.  9. 16. 27.],0,0.0,0
[85. 89. 89. 90. 85. 86.],0,1.0,1
[69. 41. 63. 37.  5. 21.],0,0.0,0
[89. 87. 85. 90. 89. 85.],0,1.0,1
[62. 44. 46. 36. 77. 11.],0,0.0,0
[87. 87. 87. 87. 87. 90.],0,1.0,1
[31. 32. 33. 20.  1. 42.],0,0.0,0
[31. 77. 19. 62. 43.  4.],0,0.0,0
[90. 87. 88. 86. 87. 88.],0,1.0,1
[90. 88. 89. 90. 89. 85.],0,1.0,1
[89. 90. 90. 88. 90. 88.],0,1.0,1
[89. 90. 88. 90. 89. 85.],0,1.0,1
[86. 85. 85. 87. 86. 87.],0,1.0,1
[57. 40. 64. 45. 19. 11.],0,0.0,0
[87. 86. 87. 85. 89. 86.],0,1.0,1
[85. 86. 86. 89. 89. 88.],0,1.0,1
[28. 20. 54. 53. 77. 79.],0,0.0,0
[88. 85. 90. 86. 87. 90.],0,1.0,1
[43. 75. 26. 79. 84.  0.],0,0.0,0
[21. 53. 83. 73. 56. 40.],0,0.0,0
[87. 85. 90. 86. 85. 87.],0,1.0,1
[88. 87. 89. 90. 90. 88.],0,1.0,1
[88. 85. 89. 88. 85. 89.],0,1.0,1
[24. 50. 34. 56.  4.  6.],0,0.0,0
[89. 85. 85. 88. 90. 85.],0,1.0,1
[ 2. 76. 19. 15. 15. 60.],0,0.0,0
[85. 88. 87. 86. 88. 85.],0,1.0,1
[15. 24. 75. 21. 68. 81.],0,0.0,0
[87. 85. 88. 90. 85. 88.],0,1.0,1
[21. 32. 11. 67. 35. 31.],0,0.0,0
[90. 86. 90. 86. 88. 88.],0,1.0,1
[88. 85. 90. 90. 89. 88.],0,1.0,1
[61.  7. 18. 38. 27. 80.],0,0.0,0
[90. 90. 90. 86. 90. 88.],0,1.0,1
[88. 89. 89. 85. 89. 85.],0,1.0,1
[88. 86. 85. 85. 85. 88.],0,1.0,1
[87. 87. 90. 90. 87. 86.],0,1.0,1
[88. 85. 90. 85. 90. 90.],0,1.0,1
[42. 38. 18. 77.  3. 65.],0,0.0,0
[57. 56. 73. 55. 49. 34.],0,0.0,0
[89. 85. 85. 90. 85. 89.],0,1.0,1
[25. 57. 82. 62. 56. 38.],0,0.0,0
[89. 86. 85. 88. 87. 87.],0,1.0,1
[19. 64.  0. 37. 19. 59.],0,0.0,0
[87. 88. 90. 89. 85. 89.],0,1.0,1
[85. 85. 88. 86. 89. 88.],0,1.0,1
[55. 29. 75.  2. 42. 51.],0,0.0,0
[89. 86. 88. 85. 87. 85.],0,1.0,1
[85. 88. 87. 86. 85. 85.],0,1.0,1
[ 5. 21. 65. 36. 20. 23.],0,0.0,0
[57.  1. 51. 36. 11. 63.],0,0.0,0
[56. 58.  7. 76. 63. 40.],0,0.0,0
[85. 87. 90. 88. 90. 86.],0,1.0,1
[90. 86. 88. 85. 90. 87.],0,1.0,1
[85. 88. 86. 90. 85. 89.],0,1.0,1
[90. 87. 87. 86. 87. 85.],0,1.0,1
[87. 85. 89. 87. 86. 90.],0,1.0,1
[90. 86. 90. 90. 86. 85.],0,1.0,1
[90. 89. 87. 88. 88. 87.],0,1.0,1
[70. 62. 80. 54. 47. 22.],0,0.0,0
[90. 89. 87. 89. 86. 86.],0,1.0,1
[88. 89. 88. 86. 85. 89.],0,1.0,1
[50.  2. 81. 13. 82. 19.],0,0.0,0
[85. 89. 87. 87. 85. 88.],0,1.0,1
[11. 12. 23. 15. 28. 34.],0,0.0,0
[86. 85. 87. 87. 88. 90.],0,1.0,1
[90. 85. 85. 87. 86. 87.],0,1.0,1
[71. 63. 61.  6. 33. 38.],0,0.0,0
