sensor_read,model_index,expected,predicted
[332586. 630252. 381792. 845444. 568801. 173559.],0,0.0,0
[26707670.  3164663. 20027725.  6451880. 20900830.  4573644.],0,1.0,1
[807003. 780597. 505685. 556469. 286164. 872149.],0,0.0,0
[15028735. 16478101. 25310995.  5366887. 13599978.  2952865.],0,1.0,1
[21787839.  7587201. 19067135. 11164952. 26533662.  8419081.],0,1.0,1
[22376520.  1079235. 10715471.  7188216.  2914267. 24802424.],0,1.0,1
[14051904. 12457733. 18797810.  3642917. 20922387. 24781153.],0,1.0,1
[17012742. 10702109. 27381793. 25561580. 23550180. 18980254.],0,1.0,1
[840658. 819307. 271361. 365746.   2018.  67305.],0,0.0,0
[313047. 410978. 661327. 475965. 219925. 943779.],0,0.0,0
[441732. 858697. 841920. 324561. 986485. 330466.],0,0.0,0
[27150919. 12344885. 16059763. 14192525. 19744536. 12463570.],0,1.0,1
[713975. 609450.  22801. 174424. 461918. 445644.],0,0.0,0
[580813. 408747. 181975. 439369. 720198. 906699.],0,0.0,0
[ 3720731.  4928871. 19978054. 19695861. 27511475.  8399790.],0,1.0,1
[717766. 982693. 710849.  88179. 997581. 875578.],0,0.0,0
[474686. 127297. 337541. 430090. 386944. 220709.],0,0.0,0
[14088834.  9093373.  6197322. 10376372. 21871171.  1144586.],0,1.0,1
[188945. 146780. 188096. 834982. 446334. 368401.],0,0.0,0
[405584. 913803. 873567. 650291. 579509. 683204.],0,0.0,0
[912345. 136378. 363745. 986870. 671602. 293468.],0,0.0,0
[13096363.  3028345. 11656701.  6029041.  6767022. 12933998.],0,1.0,1
[11976065. 10827239.  2322700.  9780628. 21165364. 18196889.],0,1.0,1
[20270793. 12007478. 21695085. 13407635. 26445549. 11137497.],0,1.0,1
[262342. 803209.  59438. 537913. 876266. 475240.],0,0.0,0
[175621. 608665. 827418.  64025. 776881. 107971.],0,0.0,0
[ 37934. 517417. 732274.  38743. 466338. 987741.],0,0.0,0
[26656910. 12507874.  1587214. 22104368. 12216896. 18324905.],0,1.0,1
[549995. 425638. 411400. 844233. 292490. 831977.],0,0.0,0
[119763.  77268. 594037. 860932. 303882. 629066.],0,0.0,0
[308265. 912367. 468728. 897934. 725625. 963270.],0,0.0,0
[11194201. 25342135. 13985146. 19772009.  4101137.  7788063.],0,1.0,1
[26825242. 24917169.  8863850. 12021062.  4556100. 10173036.],0,1.0,1
[15212564. 23319827. 14967508. 16134904.  3253416.  4416411.],0,1.0,1
[979971. 825957. 762325. 829533. 829256. 996283.],0,0.0,0
[590708. 865546. 447810. 274677. 155400. 920964.],0,0.0,0
[ 3448495. 25170844.  6313919. 23956675. 26776923. 14579355.],0,1.0,1
[203556. 651071. 211161. 568472. 642135. 447741.],0,0.0,0
[906529.  14698. 734563. 352963. 779060. 877051.],0,0.0,0
[247044. 743745. 350124. 821744. 588384. 605250.],0,0.0,0
[487589. 969346. 128715. 543103. 848837. 623531.],0,0.0,0
[17004075.  4561129. 24324473.  7784575.  4962176.  8336083.],0,1.0,1
[122942. 676152. 295691. 196736. 164061.  42628.],0,0.0,0
[ 3247176. 25688282. 22231287.  8336674.  5284433. 17717026.],0,1.0,1
[ 9426558. 13702559. 21333980. 12191374. 18608573. 24229800.],0,1.0,1
[798481. 325799. 933902. 781554. 764116. 366784.],0,0.0,0
[ 7558358.  4869685. 26142613. 17527583.  7469624.  3674790.],0,1.0,1
[20419903. 15726732.  7687211. 23474375.  6141167.  5380053.],0,1.0,1
[459485. 770907. 750324. 756989. 315781.  81136.],0,0.0,0
[189136. 162163. 830996. 472653. 632314. 575009.],0,0.0,0
[427822. 714404. 520109. 478239. 435180. 858836.],0,0.0,0
[27627486. 18943221. 27719977. 25366058.  6409233. 12090166.],0,1.0,1
[20533221. 15677936. 10975963.  6791121. 16693922. 22755415.],0,1.0,1
[ 4449163.  4149012. 21172852. 21842334. 23174811. 26411985.],0,1.0,1
[19620391. 14170826. 24648034. 14979555. 17566970.  9561744.],0,1.0,1
[18874262.  4236528.  7804870.  4370009. 25511102. 16700794.],0,1.0,1
[414815. 681012. 568410. 984967. 443832. 554894.],0,0.0,0
[20158315. 23658633. 17986728. 20080146. 17537220.  4549829.],0,1.0,1
[536793. 460224. 374586. 543353. 427073.  54355.],0,0.0,0
[20235833. 11470589. 22930097. 17373641. 11267689. 21939724.],0,1.0,1
[11217683. 17209822.  8793727. 12369409. 13482885. 22595160.],0,1.0,1
[ 2184191. 13865272. 10452226. 21024006. 10383555.  2476780.],0,1.0,1
[27009404.  3043714.  9047255. 13273771. 27083686. 27965311.],0,1.0,1
[608582. 258629. 385313. 284644. 965588.  12099.],0,0.0,0
[26487914.  2155315. 27257617. 18389362.  1584395. 16378540.],0,1.0,1
[222050. 150972. 213124. 508554. 885009. 653814.],0,0.0,0
[424720. 330824. 638254. 611359. 924914. 107042.],0,0.0,0
[142862. 767834. 880520. 769112. 407958. 114821.],0,0.0,0
